ACCO,ACCO BRANDS CORP.,Equity,0,9.01,"30,878.00","278,210.78","278,210.78",Industrials,B0G7SZ5,US00081T1088,New York Stock Exchange Inc.
ACE,ACE LTD,Equity,0.17,114.88,"92,579.00","10,635,475.52","10,635,475.52",Financials,B3BQMF6,CH0044328745,New York Stock Exchange Inc.
ACET,ACETO CORP.,Equity,0,21.7,"7,473.00","162,164.10","162,164.10",Industrials,2004709,US0044461004,NASDAQ
ACGL,ARCH CAPITAL GROUP LTD,Equity,0.03,59.1,"36,408.00","2,151,712.80","2,151,712.80",Financials,2740542,BMG0450A1053,NASDAQ
ACHC,ACADIA HEALTHCARE CO INC,Equity,0.01,61.21,"11,721.00","717,442.41","717,442.41",Health Care,B65VZ37,US00404A1097,NASDAQ
ACHN,ACHILLION PHARMACEUTICALS INC.,Equity,0.01,12.25,"25,597.00","313,563.25","313,563.25",Health Care,B17T9T8,US00448Q2012,NASDAQ
ACI,ARCH COAL INC.,Equity,0,1.78,"58,136.00","103,482.08","103,482.08",Energy,2037181,US0393801008,New York Stock Exchange Inc.
ACIW,ACI WORLDWIDE INC.,Equity,0.01,20.17,"32,797.00","661,515.49","661,515.49",Information Technology,2889155,US0044981019,NASDAQ
ACLS,AXCELIS TECHNOLOGIES INC.,Equity,0,2.56,"28,506.00","72,975.36","72,975.36",Information Technology,2607487,US0545401095,NASDAQ
ACM,AECOM TECHNOLOGY CORP.,Equity,0.02,30.37,"42,183.00","1,281,097.71","1,281,097.71",Industrials,B1VZ431,US00766T1007,New York Stock Exchange Inc.
ACN,ACCENTURE PLC,Equity,0.25,89.31,"172,696.00","15,423,479.76","15,423,479.76",Information Technology,B4BNMY3,IE00B4BNMY34,New York Stock Exchange Inc.
ACOR,ACORDA THERAPEUTICS INC.,Equity,0.01,40.87,"11,075.00","452,635.25","452,635.25",Health Care,2925844,US00484M1062,NASDAQ
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Equity,0,11.48,"7,991.00","91,736.68","91,736.68",Financials,B77PWP5,US04013V1089,New York Stock Exchange Inc.
ACRX,ACELRX PHARMACEUTICALS INC,Equity,0,6.73,"5,759.00","38,758.07","38,758.07",Health Care,B5STJG2,US00444T1007,NASDAQ
ACT,ACTAVIS PLC,Equity,0.29,257.41,"69,444.00","17,875,580.04","17,875,580.04",Health Care,BD1NQJ9,IE00BD1NQJ95,New York Stock Exchange Inc.
ACTA,ACTUA CORP,Equity,0,18.47,"10,348.00","191,127.56","191,127.56",Information Technology,BQQC6W5,US0050941071,NASDAQ
ACTG,ACACIA RESEARCH CORP.-ACACIA TECHN,Equity,0,16.94,"13,543.00","229,418.42","229,418.42",Industrials,2169589,US0038813079,NASDAQ
ACW,ACCURIDE CORP.,Equity,0,4.34,"13,042.00","56,602.28","56,602.28",Industrials,B60CN20,US00439T2069,New York Stock Exchange Inc.
ACXM,ACXIOM CORP.,Equity,0.01,20.27,"19,902.00","403,413.54","403,413.54",Information Technology,2159773,US0051251090,NASDAQ
ADBE,ADOBE SYSTEM INC,Equity,0.16,72.7,"136,464.00","9,920,932.80","9,920,932.80",Information Technology,2008154,US00724F1012,NASDAQ
ADC,AGREE REALTY CORP.,Equity,0,31.09,"3,304.00","102,721.36","102,721.36",Financials,2062161,US0084921008,New York Stock Exchange Inc.
ADES,ADVANCED EMISSIONS SOLUTIONS INC,Equity,0,22.79,"7,576.00","172,657.04","172,657.04",Materials,BBXZ194,US00770C1018,NASDAQ
ADI,ANALOG DEVICES INC,Equity,0.08,55.52,"85,737.00","4,760,118.24","4,760,118.24",Information Technology,2032067,US0326541051,NASDAQ
ADM,ARCHER DANIELS MIDLAND,Equity,0.15,52,"179,430.00","9,330,360.00","9,330,360.00",Consumer Staples,2047317,US0394831020,New York Stock Exchange Inc.
ADMS,ADAMAS PHARMACEUTICALS INC,Equity,0,17.37,809,"14,052.33","14,052.33",Health Care,BL25XY4,US00548A1060,NASDAQ
ADNC,AUDIENCE INC,Equity,0,4.4,"1,737.00","7,642.80","7,642.80",Information Technology,B7ZCL84,US05070J1025,NASDAQ
ADP,AUTOMATIC DATA PROCESSING INC,Equity,0.18,83.37,"132,170.00","11,019,012.90","11,019,012.90",Information Technology,2065308,US0530151036,NASDAQ
ADPT,ADEPTUS HEALTH INC CLASS A,Equity,0,37.4,"1,567.00","58,605.80","58,605.80",Health Care,BNBPLY5,US0068551003,New York Stock Exchange Inc.
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,0.07,286.05,"16,121.00","4,611,412.05","4,611,412.05",Information Technology,2762030,US0185811082,New York Stock Exchange Inc.
ADSK,AUTODESK INC,Equity,0.06,60.06,"62,419.00","3,748,885.14","3,748,885.14",Information Technology,2065159,US0527691069,NASDAQ
ADT,ADT CORPORATION,Equity,0.03,36.23,"47,777.00","1,730,960.71","1,730,960.71",Industrials,B7XWRM2,US00101J1060,New York Stock Exchange Inc.
ADTN,ADTRAN INC.,Equity,0.01,21.8,"16,212.00","353,421.60","353,421.60",Information Technology,2052924,US00738A1060,NASDAQ
ADUS,ADDUS HOMECARE CORP,Equity,0,24.27,"1,434.00","34,803.18","34,803.18",Health Care,B55BN47,US0067391062,NASDAQ
ADVS,ADVENT SOFTWARE INC.,Equity,0.01,30.64,"14,038.00","430,124.32","430,124.32",Information Technology,2049153,US0079741080,NASDAQ
AE,ADAMS RESOURCES AND ENERGY INC,Equity,0,49.95,662,"33,066.90","33,066.90",Energy,2007526,US0063513081,Nyse Mkt Llc
AEC,ASSOCIATED ESTATES REALTY CORP.,Equity,0.01,23.21,"14,571.00","338,192.91","338,192.91",Financials,2044396,US0456041054,New York Stock Exchange Inc.
AEE,AMEREN CORP,Equity,0.05,46.13,"66,121.00","3,050,161.73","3,050,161.73",Utilities,2050832,US0236081024,New York Stock Exchange Inc.
AEGN,AEGION CORP,Equity,0,18.61,"10,872.00","202,327.92","202,327.92",Industrials,B764L34,US00770F1049,NASDAQ
AEGR,AEGERION PHARMACEUTICALS INC.,Equity,0,20.94,"7,911.00","165,656.34","165,656.34",Health Care,B1YWPY7,US00767E1029,NASDAQ
AEIS,ADVANCED ENERGY INDUSTRIES INC.,Equity,0,23.7,"10,931.00","259,064.70","259,064.70",Information Technology,2049175,US0079731008,NASDAQ
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Equity,0.01,29.19,"19,788.00","577,611.72","577,611.72",Financials,2191300,US0256762065,New York Stock Exchange Inc.
AEO,AMERICAN EAGLE OUTFITTERS INC.,Equity,0.01,13.88,"52,216.00","724,758.08","724,758.08",Consumer Discretionary,2048592,US02553E1064,New York Stock Exchange Inc.
AEP,AMERICAN ELECTRIC POWER INC,Equity,0.13,60.72,"132,967.00","8,073,756.24","8,073,756.24",Utilities,2026242,US0255371017,New York Stock Exchange Inc.
AEPI,AEP INDUSTRIES INC.,Equity,0,58.15,"1,134.00","65,942.10","65,942.10",Materials,2001391,US0010311035,NASDAQ
AERI,AERIE PHARMACEUTICALS INC,Equity,0,29.19,"3,648.00","106,485.12","106,485.12",Health Care,BFRTDG1,US00771V1089,NASDAQ
AES,AES CORP,Equity,0.04,13.77,"198,649.00","2,735,396.73","2,735,396.73",Utilities,2002479,US00130H1059,New York Stock Exchange Inc.
AET,AETNA INC,Equity,0.14,88.83,"97,380.00","8,650,265.40","8,650,265.40",Health Care,2695921,US00817Y1082,New York Stock Exchange Inc.
AF,ASTORIA FINANCIAL CORP.,Equity,0.01,13.36,"23,754.00","317,353.44","317,353.44",Financials,2052689,US0462651045,New York Stock Exchange Inc.
AFAM,ALMOST FAMILY INC.,Equity,0,28.95,"2,179.00","63,082.05","63,082.05",Health Care,2796448,US0204091088,NASDAQ
AFFX,AFFYMETRIX INC.,Equity,0,9.87,"18,726.00","184,825.62","184,825.62",Health Care,2034988,US00826T1088,NASDAQ
AFG,AMERICAN FINANCIAL GROUP INC.,Equity,0.02,60.72,"19,853.00","1,205,474.16","1,205,474.16",Financials,2134532,US0259321042,New York Stock Exchange Inc.
AFH,ATLAS FINANCIAL HOLDINGS INC.,Equity,0,16.32,"3,151.00","51,424.32","51,424.32",Financials,B9B9871,KYG062071157,NASDAQ
AFL,AFLAC INC,Equity,0.12,61.09,"124,504.00","7,605,949.36","7,605,949.36",Financials,2026361,US0010551028,New York Stock Exchange Inc.
AFOP,ALLIANCE FIBER OPTIC PRODUCTS INC,Equity,0,14.51,"3,169.00","45,982.19","45,982.19",Information Technology,2679817,US0186803062,NASDAQ
AFSI,AMTRUST FINANCIAL SERVICES INC.,Equity,0.01,56.25,"8,098.00","455,512.50","455,512.50",Financials,B1H4YP4,US0323593097,NASDAQ
AGCO,AGCO CORP.,Equity,0.02,45.2,"25,347.00","1,145,684.40","1,145,684.40",Industrials,2010278,US0010841023,New York Stock Exchange Inc.
AGEN,AGENUS INC.,Equity,0,3.97,"17,073.00","67,779.81","67,779.81",Health Care,B58J3K4,US00847G7051,NASDAQ
AGII,ARGO GROUP INTERNATIONAL HOLDINGS,Equity,0.01,55.47,"7,808.00","433,109.76","433,109.76",Financials,2499543,BMG0464B1072,NASDAQ
AGIO,AGIOS PHARMACEUTICALS INC,Equity,0.01,112.04,"3,675.00","411,747.00","411,747.00",Health Care,BCBVTX1,US00847X1046,NASDAQ
AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,Equity,0,30.34,"2,830.00","85,862.20","85,862.20",Financials,2363381,US3131483063,New York Stock Exchange Inc.
AGN,ALLERGAN INC,Equity,0.28,212.59,"81,370.00","17,298,448.30","17,298,448.30",Health Care,2017213,US0184901025,New York Stock Exchange Inc.
AGNC,AMERICAN CAPITAL AGENCY REIT CORP,Equity,0.03,21.83,"97,375.00","2,125,696.25","2,125,696.25",Financials,B2R8TC5,US02503X1054,NASDAQ
AGO,ASSURED GUARANTY LTD.,Equity,0.02,25.99,"45,912.00","1,193,252.88","1,193,252.88",Financials,B00V7H8,BMG0585R1060,New York Stock Exchange Inc.
AGTC,APPLIED GENETIC TECHNOLOGIES CORP,Equity,0,21.02,"1,318.00","27,704.36","27,704.36",Health Care,BKRVPJ9,US03820J1007,NASDAQ
AGX,ARGAN INC,Equity,0,33.64,"3,308.00","111,281.12","111,281.12",Industrials,2804501,US04010E1091,New York Stock Exchange Inc.
AGYS,AGILYSYS INC.,Equity,0,12.59,"4,008.00","50,460.72","50,460.72",Information Technology,2689162,US00847J1051,NASDAQ
AHC,AH BELO CORP-A,Equity,0,10.38,"5,153.00","53,488.14","53,488.14",Consumer Discretionary,B2NWXY1,US0012821023,New York Stock Exchange Inc.
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Equity,0,9.49,"5,181.00","49,167.69","49,167.69",Financials,B96FTB5,US04208T1088,New York Stock Exchange Inc.
AHL,ASPEN INSURANCE HOLDINGS LTD.,Equity,0.01,43.77,"18,142.00","794,075.34","794,075.34",Financials,2172372,BMG053841059,New York Stock Exchange Inc.
AHP,ASHFORD HOSPITALITY PRIME REIT INC,Equity,0,17.16,"3,954.00","67,850.64","67,850.64",Financials,BG6N9J6,US0441021013,New York Stock Exchange Inc.
AHS,AMN HEALTHCARE SERVICES INC.,Equity,0,19.6,"11,222.00","219,951.20","219,951.20",Health Care,2813552,US0017441017,New York Stock Exchange Inc.
AHT,ASHFORD HOSPITALITY TRUST REIT INC,Equity,0,10.48,"20,574.00","215,615.52","215,615.52",Financials,2310116,US0441031095,New York Stock Exchange Inc.
AI,ARLINGTON ASSET INVESTMENT CORP. C,Equity,0,26.61,"5,776.00","153,699.36","153,699.36",Financials,2516817,US0413562051,New York Stock Exchange Inc.
AIG,AMERICAN INTERNATIONAL GROUP INC,Equity,0.35,56.01,"395,593.00","22,157,163.93","22,157,163.93",Financials,2027342,US0268747849,New York Stock Exchange Inc.
AIMC,ALTRA INDUSTRIAL MOTION CORP,Equity,0,28.39,"7,367.00","209,149.13","209,149.13",Industrials,B1L82T2,US02208R1068,NASDAQ
AIN,ALBANY INTERNATIONAL CORP. CL A,Equity,0,37.99,"7,492.00","284,621.08","284,621.08",Industrials,2012757,US0123481089,New York Stock Exchange Inc.
AINC,ASHFORD INC,Equity,0,94,227,"21,338.00","21,338.00",Financials,BSJRS58,US0441041078,Nyse Mkt Llc
AIQ,ALLIANCE HEALTHCARE SERVICES INC.,Equity,0,20.99,"1,318.00","27,664.82","27,664.82",Health Care,B86WDF1,US0186063014,NASDAQ
AIR,AAR CORP.,Equity,0,27.78,"11,115.00","308,774.70","308,774.70",Industrials,2001119,US0003611052,New York Stock Exchange Inc.
AIRM,AIR METHODS CORP.,Equity,0.01,44.03,"10,449.00","460,069.47","460,069.47",Health Care,2049777,US0091283079,NASDAQ
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Equity,0.01,45.59,"11,485.00","523,601.15","523,601.15",Industrials,2086309,US03820C1053,New York Stock Exchange Inc.
AIV,APARTMENT INVESTMENT & MANAGEMENT,Equity,0.02,37.15,"39,447.00","1,465,456.05","1,465,456.05",Financials,2057059,US03748R1014,New York Stock Exchange Inc.
AIZ,ASSURANT INC,Equity,0.02,68.43,"19,878.00","1,360,251.54","1,360,251.54",Financials,2331430,US04621X1081,New York Stock Exchange Inc.
AJG,ARTHUR J GALLAGHER,Equity,0.03,47.08,"43,005.00","2,024,675.40","2,024,675.40",Financials,2359506,US3635761097,New York Stock Exchange Inc.
AKAM,AKAMAI TECHNOLOGIES INC,Equity,0.05,62.96,"48,479.00","3,052,237.84","3,052,237.84",Information Technology,2507457,US00971T1016,NASDAQ
AKAO,ACHAOGEN INC,Equity,0,13.05,"1,897.00","24,755.85","24,755.85",Health Care,BK35H22,US0044491043,NASDAQ
AKBA,AKEBIA THERAPEUTICS INC,Equity,0,11.64,"2,144.00","24,956.16","24,956.16",Health Care,BKKMP44,US00972D1054,NASDAQ
AKR,ACADIA REALTY TRUST REIT,Equity,0.01,32.03,"16,995.00","544,349.85","544,349.85",Financials,2566522,US0042391096,New York Stock Exchange Inc.
AKRX,AKORN INC.,Equity,0.01,36.2,"17,624.00","637,988.80","637,988.80",Health Care,2012100,US0097281069,NASDAQ
AKS,AK STEEL HOLDING CORP.,Equity,0,5.94,"48,408.00","287,543.52","287,543.52",Materials,2067735,US0015471081,New York Stock Exchange Inc.
AL,AIR LEASE CORP.,Equity,0.02,34.31,"27,860.00","955,876.60","955,876.60",Industrials,B3XS562,US00912X3026,New York Stock Exchange Inc.
ALB,ALBEMARLE CORP.,Equity,0.02,60.13,"22,253.00","1,338,072.89","1,338,072.89",Materials,2046853,US0126531013,New York Stock Exchange Inc.
ALCO,ALICO INC.,Equity,0,50.03,972,"48,629.16","48,629.16",Consumer Staples,2016425,US0162301040,NASDAQ
ALDR,ALDER BIOPHARMACEUTICALS INC,Equity,0,29.09,"2,188.00","63,648.92","63,648.92",Health Care,BLZHCS4,US0143391052,NASDAQ
ALE,ALLETE INC.,Equity,0.01,55.14,"11,899.00","656,110.86","656,110.86",Utilities,B02R1L6,US0185223007,New York Stock Exchange Inc.
ALEX,ALEXANDER & BALDWIN INC.,Equity,0.01,39.26,"13,292.00","521,843.92","521,843.92",Financials,B827VB2,US0144911049,New York Stock Exchange Inc.
ALG,ALAMO GROUP INC.,Equity,0,48.44,"1,933.00","93,634.52","93,634.52",Industrials,2021634,US0113111076,New York Stock Exchange Inc.
ALGN,ALIGN TECHNOLOGY INC.,Equity,0.02,55.91,"22,335.00","1,248,749.85","1,248,749.85",Health Care,2679204,US0162551016,NASDAQ
ALGT,ALLEGIANT TRAVEL CO.,Equity,0.01,150.33,"3,599.00","541,037.67","541,037.67",Industrials,B15M2C3,US01748X1028,NASDAQ
ALIM,ALIMERA SCIENCES INC,Equity,0,5.54,"4,690.00","25,982.60","25,982.60",Health Care,B58ZJR1,US0162591038,NASDAQ
ALJ,ALON USA ENERGY INC.,Equity,0,12.67,"6,329.00","80,188.43","80,188.43",Energy,B0FGJN8,US0205201025,New York Stock Exchange Inc.
ALK,ALASKA AIR GROUP INC,Equity,0.04,59.76,"37,682.00","2,251,876.32","2,251,876.32",Industrials,2012605,US0116591092,New York Stock Exchange Inc.
ALKS,ALKERMES PLC,Equity,0.04,58.56,"39,574.00","2,317,453.44","2,317,453.44",Health Care,B3P6D26,IE00B56GVS15,NASDAQ
ALL,ALLSTATE CORP,Equity,0.13,70.25,"118,433.00","8,319,918.25","8,319,918.25",Financials,2019952,US0200021014,New York Stock Exchange Inc.
ALLE,ALLEGION PLC,Equity,0.02,55.46,"26,140.00","1,449,724.40","1,449,724.40",Industrials,BFRT3W7,IE00BFRT3W74,New York Stock Exchange Inc.
ALLY,ALLY FINANCIAL INC,Equity,0.03,23.62,"74,133.00","1,751,021.46","1,751,021.46",Financials,B72XK05,US02005N1000,New York Stock Exchange Inc.
ALNY,ALNYLAM PHARMACEUTICALS INC.,Equity,0.03,97,"18,180.00","1,763,460.00","1,763,460.00",Health Care,B00FWN1,US02043Q1076,NASDAQ
ALOG,ANALOGIC CORP.,Equity,0,84.61,"3,300.00","279,213.00","279,213.00",Health Care,2032090,US0326572072,NASDAQ
ALR,ALERE INC,Equity,0.01,38,"22,071.00","838,698.00","838,698.00",Health Care,2823089,US01449J1051,New York Stock Exchange Inc.
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Equity,0.02,33.9,"36,921.00","1,251,621.90","1,251,621.90",Industrials,B4PZ892,US01973R1014,New York Stock Exchange Inc.
ALTR,ALTERA CORP,Equity,0.05,36.94,"85,453.00","3,156,633.82","3,156,633.82",Information Technology,2021690,US0214411003,NASDAQ
ALX,ALEXANDERS REIT INC,Equity,0,437.18,658,"287,664.44","287,664.44",Financials,2014021,US0147521092,New York Stock Exchange Inc.
ALXN,ALEXION PHARMACEUTICALS INC,Equity,0.16,185.03,"54,186.00","10,026,035.58","10,026,035.58",Health Care,2036070,US0153511094,NASDAQ
AMAG,AMAG PHARMACEUTICALS INC.,Equity,0,42.62,"5,653.00","240,930.86","240,930.86",Health Care,2008121,US00163U1060,NASDAQ
AMAT,APPLIED MATERIAL INC,Equity,0.13,24.92,"332,300.00","8,280,916.00","8,280,916.00",Information Technology,2046552,US0382221051,NASDAQ
AMBA,AMBARELLA INC,Equity,0.01,50.72,"7,826.00","396,934.72","396,934.72",Information Technology,B7KH3G6,KYG037AX1015,NASDAQ
AMBC,AMBAC FINANCIAL GROUP INC,Equity,0,24.5,"10,474.00","256,613.00","256,613.00",Financials,B7ZKH46,US0231398845,NASDAQ
AMBR,AMBER ROAD INC,Equity,0,10.22,"2,431.00","24,844.82","24,844.82",Information Technology,BKM4LW8,US02318Y1082,New York Stock Exchange Inc.
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Equity,0,26.18,"5,759.00","150,770.62","150,770.62",Consumer Discretionary,BH4HLL3,US00165C1045,New York Stock Exchange Inc.
AMCC,APPLIED MICRO CIRCUITS CORP.,Equity,0,6.52,"23,255.00","151,622.60","151,622.60",Information Technology,2128762,US03822W4069,NASDAQ
AMCX,AMC NETWORKS INC. CL A,Equity,0.02,63.77,"16,403.00","1,046,019.31","1,046,019.31",Consumer Discretionary,B4MG4Z6,US00164V1035,NASDAQ
AMD,ADVANCED MICRO DEVICES INC,Equity,0.01,2.67,"165,229.00","441,161.43","441,161.43",Information Technology,2007849,US0079031078,New York Stock Exchange Inc.
AME,AMETEK INC,Equity,0.06,52.63,"66,507.00","3,500,263.41","3,500,263.41",Industrials,2089212,US0311001004,New York Stock Exchange Inc.
AMED,AMEDISYS INC.,Equity,0,29.35,"8,171.00","239,818.85","239,818.85",Health Care,2024332,US0234361089,NASDAQ
AMG,AFFILIATED MANAGERS GROUP INC,Equity,0.05,212.24,"15,149.00","3,215,223.76","3,215,223.76",Financials,2127899,US0082521081,New York Stock Exchange Inc.
AMGN,AMGEN INC,Equity,0.53,159.29,"206,989.00","32,971,277.81","32,971,277.81",Health Care,2023607,US0311621009,NASDAQ
AMH,AMERICAN HOMES RENT REIT CLASS A,Equity,0.01,17.03,"42,220.00","719,006.60","719,006.60",Financials,BCF5RR9,US02665T3068,New York Stock Exchange Inc.
AMKR,AMKOR TECHNOLOGY INC.,Equity,0,7.1,"25,770.00","182,967.00","182,967.00",Information Technology,2242929,US0316521006,NASDAQ
AMNB,AMERICAN NATIONAL BANKSHARES INC.,Equity,0,24.81,"2,133.00","52,919.73","52,919.73",Financials,2596950,US0277451086,NASDAQ
AMP,AMERIPRISE FINANCE INC,Equity,0.11,132.25,"52,055.00","6,884,273.75","6,884,273.75",Financials,B0J7D57,US03076C1062,New York Stock Exchange Inc.
AMPE,AMPIO PHARMACEUTICALS INC,Equity,0,3.43,"7,368.00","25,272.24","25,272.24",Health Care,B5BNLD2,US03209T1097,Nyse Mkt Llc
AMPH,AMPHASTAR PHARMACEUTICALS INC,Equity,0,11.61,"2,502.00","29,048.22","29,048.22",Health Care,BNFWZS4,US03209R1032,NASDAQ
AMRC,AMERESCO INC. CL A,Equity,0,7,"5,457.00","38,199.00","38,199.00",Industrials,B3SWPT2,US02361E1082,New York Stock Exchange Inc.
AMRE,AMREIT INC.,Equity,0,26.54,"4,376.00","116,139.04","116,139.04",Financials,B832L94,US03216B2088,New York Stock Exchange Inc.
AMRI,ALBANY MOLECULAR RESEARCH INC.,Equity,0,16.28,"6,327.00","103,003.56","103,003.56",Health Care,2385471,US0124231095,NASDAQ
AMRS,AMYRIS INC,Equity,0,2.06,"8,317.00","17,133.02","17,133.02",Energy,B67TTN7,US03236M1018,NASDAQ
AMSF,AMERISAFE INC.,Equity,0,42.36,"4,980.00","210,952.80","210,952.80",Financials,B0PPHS6,US03071H1005,NASDAQ
AMSG,AMSURG CORP.,Equity,0.01,54.73,"11,622.00","636,072.06","636,072.06",Health Care,2781381,US03232P4054,NASDAQ
AMSWA,AMERICAN SOFTWARE INC. CL A,Equity,0,9.11,"6,466.00","58,905.26","58,905.26",Information Technology,2029575,US0296831094,NASDAQ
AMT,AMERICAN TOWER REIT CORP,Equity,0.17,98.85,"107,955.00","10,671,351.75","10,671,351.75",Financials,B7FBFL2,US03027X1000,New York Stock Exchange Inc.
AMTD,TD AMERITRADE HOLDING CORP,Equity,0.04,35.78,"73,603.00","2,633,515.34","2,633,515.34",Financials,2983154,US87236Y1082,New York Stock Exchange Inc.
AMTG,APOLLO RESIDENTIAL MORTGAGE INC.,Equity,0,15.77,"8,298.00","130,859.46","130,859.46",Financials,B4MT4L1,US03763V1026,New York Stock Exchange Inc.
AMWD,AMERICAN WOODMARK CORP.,Equity,0,40.44,"2,954.00","119,459.76","119,459.76",Industrials,2030674,US0305061097,NASDAQ
AMZG,AMERICAN EAGLE ENERGY CORP,Equity,0,0.62,"8,332.00","5,187.50","5,187.50",Energy,BKRCZP8,US02554F3001,Nyse Mkt Llc
