Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Year
CMCSA,COMCAST CORP CLASS A,Equity,0.62,34.05,1590113.00,54143347.65,"54,143,347.65",Communication Services,2044545,US20030N1019,NASDAQ,2018
NFLX,NETFLIX INC,Equity,0.44,267.66,145096.00,38836395.36,"38,836,395.36",Communication Services,2857817,US64110L1061,NASDAQ,2018
FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Equity,0.2,48.12,362531.00,17444991.72,"17,444,991.72",Communication Services,BBM4S68,US90130A1016,NASDAQ,2018
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Equity,0.2,284.97,60813.00,17329880.61,"17,329,880.61",Communication Services,BZ6VT82,US16119P1084,NASDAQ,2018
ATVI,ACTIVISION BLIZZARD INC,Equity,0.14,46.57,261566.00,12181128.62,"12,181,128.62",Communication Services,2575818,US00507V1098,NASDAQ,2018
EA,ELECTRONIC ARTS INC,Equity,0.09,78.91,103877.00,8196934.07,"8,196,934.07",Communication Services,2310194,US2855121099,NASDAQ,2018
FOX,TWENTY-FIRST CENTURY FOX INC CLASS,Equity,0.09,47.78,170630.00,8152701.40,"8,152,701.40",Communication Services,BBM4S80,US90130A2006,NASDAQ,2018
TWTR,TWITTER INC,Equity,0.08,28.74,248404.00,7139130.96,"7,139,130.96",Communication Services,BFLR866,US90184L1026,New York Stock Exchange Inc.,2018
TMUS,T MOBILE US INC,Equity,0.08,63.61,107286.00,6824462.46,"6,824,462.46",Communication Services,B94Q9V0,US8725901040,NASDAQ,2018
OMC,OMNICOM GROUP INC,Equity,0.06,73.24,77530.00,5678297.20,"5,678,297.20",Communication Services,2279303,US6819191064,New York Stock Exchange Inc.,2018
CTL,CENTURYLINK INC,Equity,0.06,15.15,335450.00,5082067.50,"5,082,067.50",Communication Services,2185046,US1567001060,New York Stock Exchange Inc.,2018
CBS,CBS CORP CLASS B,Equity,0.06,43.72,112330.00,4911067.60,"4,911,067.60",Communication Services,B0SRLH6,US1248572026,New York Stock Exchange Inc.,2018
IAC,IAC INTERACTIVE,Equity,0.05,183.04,26047.00,4767642.88,"4,767,642.88",Communication Services,B0F0F09,US44919P5089,NASDAQ,2018
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Equity,0.05,102.94,39150.00,4030101.00,"4,030,101.00",Communication Services,2122117,US8740541094,NASDAQ,2018
VIAB,VIACOM INC CLASS B,Equity,0.04,25.70,123467.00,3173101.90,"3,173,101.90",Communication Services,B0SRLF4,US92553P2011,NASDAQ,2018
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,0.03,20.63,135584.00,2797097.92,"2,797,097.92",Communication Services,2466321,US4606901001,New York Stock Exchange Inc.,2018
DISCK,DISCOVERY INC SERIES C,Equity,0.03,23.08,118987.00,2746219.96,"2,746,219.96",Communication Services,B3D7KG4,US25470F3029,NASDAQ,2018
LBRDK,LIBERTY BROADBAND CORP SERIES C,Equity,0.03,72.03,36723.00,2645157.69,"2,645,157.69",Communication Services,BRTLC06,US5303073051,NASDAQ,2018
SIRI,SIRIUS XM HOLDINGS INC,Equity,0.03,5.71,443446.00,2532076.66,"2,532,076.66",Communication Services,BGLDK10,US82968B1035,NASDAQ,2018
LYV,LIVE NATION ENTERTAINMENT INC,Equity,0.03,49.25,48459.00,2386605.75,"2,386,605.75",Communication Services,B0T7YX2,US5380341090,New York Stock Exchange Inc.,2018
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Equity,0.02,36.98,58625.00,2167952.50,"2,167,952.50",Communication Services,BD8QGH9,US5312296073,NASDAQ,2018
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Equity,0.02,30.70,68019.00,2088183.30,"2,088,183.30",Communication Services,BD8QGD5,US5312298541,NASDAQ,2018
DISH,DISH NETWORK CORP CLASS A,Equity,0.02,24.97,78302.00,1955200.94,"1,955,200.94",Communication Services,2303581,US25470M1099,NASDAQ,2018
TRIP,TRIPADVISOR INC,Equity,0.02,53.94,35886.00,1935690.84,"1,935,690.84",Communication Services,B6ZC3N6,US8969452015,NASDAQ,2018
ZAYO,ZAYO GROUP HOLDINGS INC,Equity,0.02,22.84,78482.00,1792528.88,"1,792,528.88",Communication Services,BRJ3H07,US98919V1052,New York Stock Exchange Inc.,2018
MSG,MADISON SQUARE GARDEN CLASS A,Equity,0.02,267.70,6413.00,1716760.10,"1,716,760.10",Communication Services,BYQCZ35,US55825T1034,New York Stock Exchange Inc.,2018
NWSA,NEWS CORP CLASS A,Equity,0.02,11.35,131831.00,1496281.85,"1,496,281.85",Communication Services,BBGVT40,US65249B1098,NASDAQ,2018
GLIBA,GCI LIBERTY INC CLASS A,Equity,0.02,41.16,34848.00,1434343.68,"1,434,343.68",Communication Services,BF7J0Q0,US36164V3050,NASDAQ,2018
TRCO,TRIBUNE MEDIA COMPANY CLASS A,Equity,0.02,45.38,30915.00,1402922.70,"1,402,922.70",Communication Services,B9GRTP5,US8960475031,New York Stock Exchange Inc.,2018
CNK,CINEMARK HOLDINGS INC,Equity,0.02,35.80,38057.00,1362440.60,"1,362,440.60",Communication Services,B1W7RQ0,US17243V1026,New York Stock Exchange Inc.,2018
S,SPRINT CORP,Equity,0.02,5.82,230475.00,1341364.50,"1,341,364.50",Communication Services,BC4FF21,US85207U1051,New York Stock Exchange Inc.,2018
DISCA,DISCOVERY INC SERIES A,Equity,0.02,24.74,53828.00,1331704.72,"1,331,704.72",Communication Services,B3D7K31,US25470F1049,NASDAQ,2018
Z,ZILLOW GROUP INC CLASS C,Equity,0.02,31.58,42025.00,1327149.50,"1,327,149.50",Communication Services,BYXJF62,US98954M2008,NASDAQ,2018
NXST,NEXSTAR MEDIA GROUP INC CLASS A,Equity,0.01,78.64,15907.00,1250926.48,"1,250,926.48",Communication Services,2949758,US65336K1034,NASDAQ,2018
CABO,CABLE ONE INC,Equity,0.01,820.10,1436.00,1177663.60,"1,177,663.60",Communication Services,BZ07DS4,US12685J1051,New York Stock Exchange Inc.,2018
TDS,TELEPHONE AND DATA SYSTEMS INC,Equity,0.01,32.54,35823.00,1165680.42,"1,165,680.42",Communication Services,B6YR5K3,US8794338298,New York Stock Exchange Inc.,2018
WWE,WORLD WRESTLING ENTERTAINMENT INC,Equity,0.01,74.72,15171.00,1133577.12,"1,133,577.12",Communication Services,2503529,US98156Q1085,New York Stock Exchange Inc.,2018
LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Equity,0.01,36.80,30572.00,1125049.60,"1,125,049.60",Communication Services,BD8QGF7,US5312294094,NASDAQ,2018
ZNGA,ZYNGA INC CLASS A,Equity,0.01,3.93,261732.00,1028606.76,"1,028,606.76",Communication Services,B79PX49,US98986T1088,NASDAQ,2018
YELP,YELP INC,Equity,0.01,34.99,29214.00,1022197.86,"1,022,197.86",Communication Services,B7KCD72,US9858171054,New York Stock Exchange Inc.,2018
NYT,NEW YORK TIMES CLASS A,Equity,0.01,22.29,45005.00,1003161.45,"1,003,161.45",Communication Services,2632003,US6501111073,New York Stock Exchange Inc.,2018
AMCX,AMC NETWORKS CLASS A INC,Equity,0.01,54.88,15058.00,826383.04,"826,383.04",Communication Services,B4MG4Z6,US00164V1035,NASDAQ,2018
TGNA,TEGNA INC,Equity,0.01,10.87,73268.00,796423.16,"796,423.16",Communication Services,BZ0P3Z5,US87901J1051,New York Stock Exchange Inc.,2018
MTCH,MATCH GROUP INC,Equity,0.01,42.77,17803.00,761434.31,"761,434.31",Communication Services,BYT5JW8,US57665R1068,NASDAQ,2018
SHEN,SHENANDOAH TELECOMMUNICATIONS,Equity,0.01,44.25,17199.00,761055.75,"761,055.75",Communication Services,2676692,US82312B1061,NASDAQ,2018
JWA,JOHN WILEY AND SONS INC CLASS A,Equity,0.01,46.97,15908.00,747198.76,"747,198.76",Communication Services,2965668,US9682232064,New York Stock Exchange Inc.,2018
MDP,MEREDITH CORP,Equity,0.01,51.94,14318.00,743676.92,"743,676.92",Communication Services,2578516,US5894331017,New York Stock Exchange Inc.,2018
P,PANDORA MEDIA INC,Equity,0.01,8.09,90226.00,729928.34,"729,928.34",Communication Services,B62N8L5,US6983541078,New York Stock Exchange Inc.,2018
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Equity,0.01,45.21,15119.00,683529.99,"683,529.99",Communication Services,B06RWD1,US19239V3024,NASDAQ,2018
LBRDA,LIBERTY BROADBAND CORP SERIES A,Equity,0.01,71.81,9138.00,656199.78,"656,199.78",Communication Services,BRTLBY3,US5303071071,NASDAQ,2018
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Equity,0.01,26.34,24784.00,652810.56,"652,810.56",Communication Services,2799351,US8292261091,NASDAQ,2018
VG,VONAGE HOLDINGS CORP,Equity,0.01,8.73,73351.00,640354.23,"640,354.23",Communication Services,B15JLG1,US92886T2015,New York Stock Exchange Inc.,2018
IRDM,IRIDIUM COMMUNICATIONS INC,Equity,0.01,18.45,34494.00,636414.30,"636,414.30",Communication Services,B2QH310,US46269C1027,NASDAQ,2018
ZG,ZILLOW GROUP INC CLASS A,Equity,0.01,31.43,19167.00,602418.81,"602,418.81",Communication Services,BVYJBR3,US98954M1018,NASDAQ,2018
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Equity,0.01,14.57,39035.00,568739.95,"568,739.95",Communication Services,BD9Q3Q6,BMG9001E1286,NASDAQ,2018
CARG,CARGURUS INC CLASS A,Equity,0.01,33.73,16839.00,567979.47,"567,979.47",Communication Services,BF5D6S8,US1417881091,NASDAQ,2018
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Equity,0.01,14.88,35114.00,522496.32,"522,496.32",Communication Services,BD8NB53,CA5359195008,New York Stock Exchange Inc.,2018
CARS,CARS.COM INC,Equity,0.01,21.50,24280.00,522020.00,"522,020.00",Communication Services,BYXHTC0,US14575E1055,New York Stock Exchange Inc.,2018
NWS,NEWS CORP CLASS B,Equity,0.01,11.55,40839.00,471690.45,"471,690.45",Communication Services,BBGVT51,US65249B2088,NASDAQ,2018
MSGN,MSG NETWORKS INC CLASS A,Equity,0.01,23.56,19430.00,457770.80,"457,770.80",Communication Services,BYM0M65,US5535731062,New York Stock Exchange Inc.,2018
I,INTELSAT SA,Equity,0.01,21.39,20553.00,439628.67,"439,628.67",Communication Services,B8CP440,LU0914713705,New York Stock Exchange Inc.,2018
GTN,GRAY TELEVISION INC,Equity,0,14.74,28442.00,419235.08,"419,235.08",Communication Services,2390817,US3893751061,New York Stock Exchange Inc.,2018
LTRPA,LIBERTY TRIPADVISOR HOLDINGS INC S,Equity,0,15.89,23490.00,373256.10,"373,256.10",Communication Services,BQ5BPM6,US5314651028,NASDAQ,2018
SCHL,SCHOLASTIC CORP,Equity,0,40.26,9133.00,367694.58,"367,694.58",Communication Services,2779234,US8070661058,NASDAQ,2018
IMAX,IMAX CORP,Equity,0,18.81,19269.00,362449.89,"362,449.89",Communication Services,2473859,CA45245E1097,New York Stock Exchange Inc.,2018
GCI,GANNETT INC,Equity,0,8.53,36591.00,312121.23,"312,121.23",Communication Services,BZ0P429,US36473H1041,New York Stock Exchange Inc.,2018
WIFI,BOINGO WIRELESS INC,Equity,0,20.57,14470.00,297647.90,"297,647.90",Communication Services,B603XW3,US09739C1027,NASDAQ,2018
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Equity,0,16.10,18372.00,295789.20,"295,789.20",Communication Services,BD8NBC0,CA5359194019,New York Stock Exchange Inc.,2018
GLUU,GLU MOBILE INC,Equity,0,8.07,35472.00,286259.04,"286,259.04",Communication Services,B1VP204,US3798901068,NASDAQ,2018
TRUE,TRUECAR INC,Equity,0,9.06,31322.00,283777.32,"283,777.32",Communication Services,BMH0MS8,US89785L1070,NASDAQ,2018
ATNI,ATN INTERNATIONAL INC,Equity,0,71.53,3892.00,278394.76,"278,394.76",Communication Services,BDC84D3,US00215F1075,NASDAQ,2018
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,Equity,0,24.89,11127.00,276951.03,"276,951.03",Communication Services,BD72H64,US5312298889,NASDAQ,2018
QNST,QUINSTREET INC,Equity,0,16.23,16023.00,260053.29,"260,053.29",Communication Services,B3PGPB9,US74874Q1004,NASDAQ,2018
FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Equity,0,29.72,8376.00,248934.72,"248,934.72",Communication Services,BD72R64,US5312298707,NASDAQ,2018
MCS,THE MARCUS CORP,Equity,0,39.50,6270.00,247665.00,"247,665.00",Communication Services,2564827,US5663301068,New York Stock Exchange Inc.,2018
ETM,ENTERCOM COMMUNICATIONS CORP CLASS,Equity,0,5.71,43060.00,245872.60,"245,872.60",Communication Services,2382892,US2936391000,New York Stock Exchange Inc.,2018
USM,UNITED STATES CELLULAR CORP,Equity,0,51.97,4496.00,233657.12,"233,657.12",Communication Services,2918996,US9116841084,New York Stock Exchange Inc.,2018
NEWM,NEW MEDIA INVESTMENT GROUP INC,Equity,0,11.57,19966.00,231006.62,"231,006.62",Communication Services,BH2R795,US64704V1061,New York Stock Exchange Inc.,2018
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Equity,0,12.28,18037.00,221494.36,"221,494.36",Communication Services,BH4HLL3,US00165C1045,New York Stock Exchange Inc.,2018
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Equity,0,14.48,15005.00,217272.40,"217,272.40",Communication Services,BD9Q3P5,BMG9001E1021,NASDAQ,2018
SSP,EW SCRIPPS CLASS A,Equity,0,15.73,13506.00,212449.38,"212,449.38",Communication Services,2862532,US8110544025,NASDAQ,2018
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Equity,0,9.88,20994.00,207420.72,"207,420.72",Communication Services,B07LSQ7,US2090341072,NASDAQ,2018
ORBC,ORBCOMM INC,Equity,0,8.26,24814.00,204963.64,"204,963.64",Communication Services,B19FR01,US68555P1003,NASDAQ,2018
CRCM,CARE.COM INC,Equity,0,19.31,9328.00,180123.68,"180,123.68",Communication Services,BJ2SGK6,US1416331072,New York Stock Exchange Inc.,2018
MEET,THE MEET GROUP INC,Equity,0,4.63,33001.00,152794.63,"152,794.63",Communication Services,BYWW6W5,US58513U1016,NASDAQ,2018
LORL,LORAL SPACE AND COMMUNICATIONS INC,Equity,0,37.25,4012.00,149447.00,"149,447.00",Communication Services,B0LXSR0,US5438811060,NASDAQ,2018
EEX,EMERALD EXPOSITIONS EVENTS INC,Equity,0,12.34,12138.00,149782.92,"149,782.92",Communication Services,BYQHPN0,US29103B1008,New York Stock Exchange Inc.,2018
NCMI,NATIONAL CINEMEDIA INC,Equity,0,6.48,22956.00,148754.88,"148,754.88",Communication Services,B1R2N51,US6353091076,NASDAQ,2018
PDVW,PDVWIRELESS INC,Equity,0,37.39,3934.00,147092.26,"147,092.26",Communication Services,BYP4ZG5,US69290R1041,NASDAQ,2018
OOMA,OOMA INC,Equity,0,13.88,10462.00,145212.56,"145,212.56",Communication Services,BY7R2L6,US6834161019,New York Stock Exchange Inc.,2018
NIHD,NII HOLDINGS INC,Equity,0,4.41,30548.00,134716.68,"134,716.68",Communication Services,BYR4L43,US62913F5089,NASDAQ,2018
HMTV,HEMISPHERE MEDIA GROUP INC CLASS A,Equity,0,12.14,9571.00,116191.94,"116,191.94",Communication Services,B8L2798,US42365Q1031,NASDAQ,2018
CBB,CINCINNATI BELL INC,Equity,0,7.78,13888.00,108048.64,"108,048.64",Communication Services,BD5CWW7,US1718715022,New York Stock Exchange Inc.,2018
RST,ROSETTA STONE INC,Equity,0,16.40,6340.00,103976.00,"103,976.00",Communication Services,B3VVMW8,US7777801074,New York Stock Exchange Inc.,2018
FTR,FRONTIER COMMUNICATIONS CORP,Equity,0,2.38,40182.00,95633.16,"95,633.16",Communication Services,BF0HZC2,US35906A3068,NASDAQ,2018
VIA,VIACOM INC CLASS A,Equity,0,27.81,3269.00,90910.89,"90,910.89",Communication Services,B0SRLD2,US92553P1021,NASDAQ,2018
SPOK,SPOK HOLDINGS INC,Equity,0,13.26,6477.00,85885.02,"85,885.02",Communication Services,BNZB473,US84863T1060,NASDAQ,2018
BATRA,LIBERTY MEDIA LIBERTY BRAVES CORP,Equity,0,24.94,3419.00,85269.86,"85,269.86",Communication Services,BD72H53,US5312297063,NASDAQ,2018
RDI,READING INTERNATIONAL NON VOTING I,Equity,0,14.54,5570.00,80987.80,"80,987.80",Communication Services,2536440,US7554081015,NASDAQ,2018
EROS,EROS INTERNATIONAL PLC CLASS A,Equity,0,8.29,9659.00,80073.11,"80,073.11",Communication Services,B86NL05,IM00B86NL059,New York Stock Exchange Inc.,2018
TPCO,TRIBUNE PUBLISHING,Equity,0,11.34,7067.00,80139.78,"80,139.78",Communication Services,BGL0P16,US89609W1071,NASDAQ,2018
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Equity,0,2.91,26140.00,76067.40,"76,067.40",Communication Services,2615112,US29382R1077,New York Stock Exchange Inc.,2018
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Equity,0,5.19,13150.00,68248.50,"68,248.50",Communication Services,B0P01M3,US18451C1099,New York Stock Exchange Inc.,2018
CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES,Equity,0,2.78,24296.00,67542.88,"67,542.88",Communication Services,2529848,BMG200452024,NASDAQ,2018
TTGT,TECHTARGET INC,Equity,0,12.21,5191.00,63382.11,"63,382.11",Communication Services,B1XH822,US87874R1005,NASDAQ,2018
GOGO,GOGO INC,Equity,0,2.99,17763.00,53111.37,"53,111.37",Communication Services,BB2C2R1,US38046C1099,NASDAQ,2018
DJCO,DAILY JOURNAL CORP,Equity,0,234.00,220.00,51480.00,"51,480.00",Communication Services,2251583,US2339121046,NASDAQ,2018
WOW,WIDEOPENWEST INC,Equity,0,7.13,7190.00,51264.70,"51,264.70",Communication Services,BYQN8D9,US96758W1018,New York Stock Exchange Inc.,2018
SGA,SAGA COMMUNICATIONS INC CLASS A,Equity,0,33.23,1436.00,47718.28,"47,718.28",Communication Services,2767013,US7865983008,NASDAQ,2018
LIVX,LIVEXLIVE MEDIA INC,Equity,0,4.95,9453.00,46792.35,"46,792.35",Communication Services,BF15K75,US53839L2088,NASDAQ,2018
CDLX,CARDLYTICS INC,Equity,0,10.83,3947.00,42746.01,"42,746.01",Communication Services,BF1GM49,US14161W1053,NASDAQ,2018
MDCA,MDC PARTNERS INC CLASS A,Equity,0,2.61,15398.00,40188.78,"40,188.78",Communication Services,2574495,CA5526971042,NASDAQ,2018
BBGI,BEASLEY BROADCAST GROUP INC CLASS,Equity,0,3.75,7681.00,28803.75,"28,803.75",Communication Services,2544960,US0740141017,NASDAQ,2018
WIN,WINDSTREAM HOLDINGS INC,Equity,0,2.09,12093.00,25274.37,"25,274.37",Communication Services,BZ19F83,US97382A3095,NASDAQ,2018
FLNT,FLUENT INC,Equity,0,3.60,5001.00,18003.60,"18,003.60",Communication Services,BFBFTS9,US34380C1027,NASDAQ,2018
TZOO,TRAVELZOO,Equity,0,9.83,417.00,4099.11,"4,099.11",Communication Services,BGDFSM1,US89421Q2057,NASDAQ,2018
BOMN,BOSTON OMAHA CORP CLASS A,Equity,0,23.40,117.00,2737.80,"2,737.80",Communication Services,BZB2L51,US1010441053,NASDAQ,2018
AMZN,AMAZON COM INC,Equity,2.42,1501.97,141488.00,212510731.36,"212,510,731.36",Consumer Discretionary,2000019,US0231351067,NASDAQ,2018
HD,HOME DEPOT INC,Equity,0.79,171.82,401125.00,68921297.50,"68,921,297.50",Consumer Discretionary,2434209,US4370761029,New York Stock Exchange Inc.,2018
MCD,MCDONALDS CORP,Equity,0.55,177.57,270358.00,48007470.06,"48,007,470.06",Consumer Discretionary,2550707,US5801351017,New York Stock Exchange Inc.,2018
NKE,NIKE INC CLASS B,Equity,0.37,74.14,437161.00,32411116.54,"32,411,116.54",Consumer Discretionary,2640147,US6541061031,New York Stock Exchange Inc.,2018
BKNG,BOOKING HOLDINGS INC,Equity,0.32,1722.42,16489.00,28400983.38,"28,400,983.38",Consumer Discretionary,BDRXDB4,US09857L1089,NASDAQ,2018
SBUX,STARBUCKS CORP,Equity,0.31,64.40,420274.00,27065645.60,"27,065,645.60",Consumer Discretionary,2842255,US8552441094,NASDAQ,2018
LOW,LOWES COMPANIES INC,Equity,0.3,92.36,283696.00,26202162.56,"26,202,162.56",Consumer Discretionary,2536763,US5486611073,New York Stock Exchange Inc.,2018
TJX,TJX INC,Equity,0.22,44.74,431317.00,19297122.58,"19,297,122.58",Consumer Discretionary,2989301,US8725401090,New York Stock Exchange Inc.,2018
TSLA,TESLA INC,Equity,0.18,332.80,47579.00,15834291.20,"15,834,291.20",Consumer Discretionary,B616C79,US88160R1014,NASDAQ,2018
GM,GENERAL MOTORS,Equity,0.17,33.45,455428.00,15234066.60,"15,234,066.60",Consumer Discretionary,B665KZ5,US37045V1008,New York Stock Exchange Inc.,2018
TGT,TARGET CORP,Equity,0.14,66.09,182810.00,12081912.90,"12,081,912.90",Consumer Discretionary,2259101,US87612E1064,New York Stock Exchange Inc.,2018
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Equity,0.12,108.56,98211.00,10661786.16,"10,661,786.16",Consumer Discretionary,2210614,US5719032022,NASDAQ,2018
ROST,ROSS STORES INC,Equity,0.12,83.20,126844.00,10553420.80,"10,553,420.80",Consumer Discretionary,2746711,US7782961038,NASDAQ,2018
F,F MOTOR,Equity,0.12,7.65,1352863.00,10349401.95,"10,349,401.95",Consumer Discretionary,2615468,US3453708600,New York Stock Exchange Inc.,2018
YUM,YUM BRANDS INC,Equity,0.11,91.92,108585.00,9981133.20,"9,981,133.20",Consumer Discretionary,2098876,US9884981013,New York Stock Exchange Inc.,2018
DG,DOLLAR GENERAL CORP,Equity,0.11,108.08,92281.00,9973730.48,"9,973,730.48",Consumer Discretionary,B5B1S13,US2566771059,New York Stock Exchange Inc.,2018
ORLY,OREILLY AUTOMOTIVE INC,Equity,0.11,344.33,27387.00,9430165.71,"9,430,165.71",Consumer Discretionary,B65LWX6,US67103H1077,NASDAQ,2018
EBAY,EBAY INC,Equity,0.1,28.07,314829.00,8837250.03,"8,837,250.03",Consumer Discretionary,2293819,US2786421030,NASDAQ,2018
VFC,VF CORP,Equity,0.09,71.34,113010.00,8062133.40,"8,062,133.40",Consumer Discretionary,2928683,US9182041080,New York Stock Exchange Inc.,2018
AZO,AUTOZONE INC,Equity,0.08,838.34,8831.00,7403380.54,"7,403,380.54",Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.,2018
DLTR,DOLLAR TREE INC,Equity,0.08,90.32,81202.00,7334164.64,"7,334,164.64",Consumer Discretionary,2272476,US2567461080,NASDAQ,2018
HLT,HILTON WORLDWIDE HOLDINGS INC,Equity,0.08,71.80,96683.00,6941839.40,"6,941,839.40",Consumer Discretionary,BYVMW06,US43300A2033,New York Stock Exchange Inc.,2018
CCL,CARNIVAL CORP,Equity,0.08,49.30,139886.00,6896379.80,"6,896,379.80",Consumer Discretionary,2523044,PA1436583006,New York Stock Exchange Inc.,2018
LVS,LAS VEGAS SANDS CORP,Equity,0.07,52.05,124909.00,6501513.45,"6,501,513.45",Consumer Discretionary,B02T2J7,US5178341070,New York Stock Exchange Inc.,2018
APTV,APTIV PLC,Equity,0.07,61.57,92631.00,5703290.67,"5,703,290.67",Consumer Discretionary,B783TY6,JE00B783TY65,New York Stock Exchange Inc.,2018
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,0.06,97.79,58247.00,5695974.13,"5,695,974.13",Consumer Discretionary,2754907,LR0008862868,New York Stock Exchange Inc.,2018
ULTA,ULTA BEAUTY INC,Equity,0.06,244.84,19780.00,4842935.20,"4,842,935.20",Consumer Discretionary,B28TS42,US90384S3031,NASDAQ,2018
GPC,GENUINE PARTS,Equity,0.05,96.02,49967.00,4797831.34,"4,797,831.34",Consumer Discretionary,2367480,US3724601055,New York Stock Exchange Inc.,2018
EXPE,EXPEDIA GROUP INC,Equity,0.05,112.65,42076.00,4739861.40,"4,739,861.40",Consumer Discretionary,B748CK2,US30212P3038,NASDAQ,2018
BBY,BEST BUY INC,Equity,0.05,52.96,83410.00,4417393.60,"4,417,393.60",Consumer Discretionary,2094670,US0865161014,New York Stock Exchange Inc.,2018
DRI,DARDEN RESTAURANTS INC,Equity,0.05,99.86,43181.00,4312054.66,"4,312,054.66",Consumer Discretionary,2289874,US2371941053,New York Stock Exchange Inc.,2018
YUMC,YUM CHINA HOLDINGS INC,Equity,0.05,33.53,127976.00,4291035.28,"4,291,035.28",Consumer Discretionary,BYW4289,US98850P1093,New York Stock Exchange Inc.,2018
MGM,MGM RESORTS INTERNATIONAL,Equity,0.05,24.26,173839.00,4217334.14,"4,217,334.14",Consumer Discretionary,2547419,US5529531015,New York Stock Exchange Inc.,2018
DHI,D R HORTON INC,Equity,0.05,34.66,119029.00,4125545.14,"4,125,545.14",Consumer Discretionary,2250687,US23331A1097,New York Stock Exchange Inc.,2018
LULU,LULULEMON ATHLETICA INC,Equity,0.05,121.61,33165.00,4033195.65,"4,033,195.65",Consumer Discretionary,B23FN39,US5500211090,NASDAQ,2018
LEN,LENNAR A CORP,Equity,0.04,39.15,99528.00,3896521.20,"3,896,521.20",Consumer Discretionary,2511920,US5260571048,New York Stock Exchange Inc.,2018
AAP,ADVANCE AUTO PARTS INC,Equity,0.04,157.46,24711.00,3890994.06,"3,890,994.06",Consumer Discretionary,2822019,US00751Y1064,New York Stock Exchange Inc.,2018
KSS,KOHLS CORP,Equity,0.04,66.34,58298.00,3867489.32,"3,867,489.32",Consumer Discretionary,2496113,US5002551043,New York Stock Exchange Inc.,2018
KMX,CARMAX INC,Equity,0.04,62.73,61218.00,3840205.14,"3,840,205.14",Consumer Discretionary,2983563,US1431301027,New York Stock Exchange Inc.,2018
