Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Year
ORLY,OREILLY AUTOMOTIVE INC,Equity,0.07,89.42,27738,2480331.96,-,Consumer Discretionary,B65LWX6,US67103H1077,NASDAQ,2012
VMED,VIRGIN MEDIA INC,Equity,0.07,36.75,64826,2382355.5,-,Consumer Discretionary,B10QL56,US92769L1017,NASDAQ,2012
GPC,GENUINE PARTS,Equity,0.06,63.58,36393,2313866.94,-,Consumer Discretionary,2367480,US3724601055,New York Stock Exchange Inc.,2012
KSS,KOHLS CORP,Equity,0.06,42.98,53089,2281765.22,-,Consumer Discretionary,2496113,US5002551043,New York Stock Exchange Inc.,2012
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Equity,0.06,37.27,59350,2211974.5,-,Consumer Discretionary,2210614,US5719032022,NASDAQ,2012
DLTR,DOLLAR TREE INC,Equity,0.06,40.56,54127,2195391.12,-,Consumer Discretionary,2272476,US2567461080,NASDAQ,2012
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.06,297.46,7375,2193767.5,-,Consumer Discretionary,B0X7DZ3,US1696561059,New York Stock Exchange Inc.,2012
GPS,GAP INC,Equity,0.06,31.04,70649,2192944.96,-,Consumer Discretionary,2360326,US3647601083,New York Stock Exchange Inc.,2012
RL,RALPH LAUREN CORP CLASS A,Equity,0.06,149.92,14370,2154350.4,-,Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.,2012
WYNN,WYNN RESORTS LTD,Equity,0.06,112.49,18597,2091976.53,-,Consumer Discretionary,2963811,US9831341071,NASDAQ,2012
KMX,CARMAX INC,Equity,0.05,37.54,53288,2000431.52,-,Consumer Discretionary,2983563,US1431301027,New York Stock Exchange Inc.,2012
JWN,NORDSTROM INC,Equity,0.05,53.5,36712,1964092,-,Consumer Discretionary,2641827,US6556641008,New York Stock Exchange Inc.,2012
BWA,BORGWARNER INC,Equity,0.05,71.62,26782,1918126.84,-,Consumer Discretionary,2111955,US0997241064,New York Stock Exchange Inc.,2012
DG,DOLLAR GENERAL CORP,Equity,0.05,44.09,42989,1895385.01,-,Consumer Discretionary,B5B1S13,US2566771059,New York Stock Exchange Inc.,2012
PVH,PVH CORP,Equity,0.05,111.01,16455,1826669.55,-,Consumer Discretionary,B3V9F12,US6936561009,New York Stock Exchange Inc.,2012
WYN,WYNDHAM WORLDWIDE CORP,Equity,0.05,53.21,34098,1814354.58,-,Consumer Discretionary,B198391,US98310W1080,New York Stock Exchange Inc.,2012
SPLS,STAPLES INC,Equity,0.05,11.4,156880,1788432,-,Consumer Discretionary,2841489,US8550301027,NASDAQ,2012
WHR,WHIRLPOOL CORP,Equity,0.05,101.75,17575,1788256.25,-,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.,2012
DISH,DISH NETWORK CORP CLASS A,Equity,0.05,36.4,47724,1737153.6,-,Consumer Discretionary,2303581,US25470M1099,NASDAQ,2012
PETM,PETSMART INC,Equity,0.05,68.34,25324,1730642.16,-,Consumer Discretionary,2686107,US7167681060,NASDAQ,2012
TIF,TIFFANY,Equity,0.05,57.34,29615,1698124.1,-,Consumer Discretionary,2892090,US8865471085,New York Stock Exchange Inc.,2012
NWL,NEWELL BRANDS INC,Equity,0.04,22.27,67824,1510440.48,-,Consumer Discretionary,2635701,US6512291062,New York Stock Exchange Inc.,2012
TSCO,TRACTOR SUPPLY,Equity,0.04,88.36,16856,1489396.16,-,Consumer Discretionary,2900335,US8923561067,NASDAQ,2012
LEN,LENNAR A CORP,Equity,0.04,38.67,37845,1463466.15,-,Consumer Discretionary,2511920,US5260571048,New York Stock Exchange Inc.,2012
AVP,AVON PRODUCTS INC,Equity,0.04,14.36,101010,1450503.6,-,Consumer Discretionary,2066721,US0543031027,New York Stock Exchange Inc.,2012
LKQ1,LKQ CORP,Equity,0.04,21.1,68572,1446869.2,-,Consumer Discretionary,B1HHW37,US5018892084,Deutsche Boerse Xetra,2012
ULTA,ULTA BEAUTY INC,Equity,0.04,98.26,14715,1445895.9,-,Consumer Discretionary,B28TS42,US90384S3031,NASDAQ,2012
FDO,FAMILY DOLLAR STORES INC,Equity,0.04,63.41,22601,1433129.41,-,Consumer Discretionary,2331225,US3070001090,New York Stock Exchange Inc.,2012
PHM,PULTEGROUP INC,Equity,0.04,18.16,77429,1406110.64,-,Consumer Discretionary,2708841,US7458671010,New York Stock Exchange Inc.,2012
DRI,DARDEN RESTAURANTS INC,Equity,0.04,45.07,29907,1347908.49,-,Consumer Discretionary,2289874,US2371941053,New York Stock Exchange Inc.,2012
DHI,D R HORTON INC,Equity,0.03,19.78,64593,1277649.54,-,Consumer Discretionary,2250687,US23331A1097,New York Stock Exchange Inc.,2012
PII,POLARIS INDUSTRIES INC,Equity,0.03,84.15,15147,1274620.05,-,Consumer Discretionary,2692933,US7310681025,New York Stock Exchange Inc.,2012
EXPE,EXPEDIA INC,Equity,0.03,61.45,20465,1257574.25,-,Consumer Discretionary,B748CK2,US30212P3038,NASDAQ,2012
TRW,TRW AUTOMOTIVE HOLDINGS CORP,Equity,0.03,53.61,23414,1255224.54,-,Consumer Discretionary,2340801,US87264S1069,New York Stock Exchange Inc.,2012
AAP,ADVANCE AUTO PARTS INC,Equity,0.03,72.35,17090,1236461.5,-,Consumer Discretionary,2822019,US00751Y1064,New York Stock Exchange Inc.,2012
MHK,MOHAWK INDUSTRIES INC,Equity,0.03,90.47,13354,1208136.38,-,Consumer Discretionary,2598699,US6081901042,New York Stock Exchange Inc.,2012
NFLX,NETFLIX INC,Equity,0.03,92.78,12906,1197418.68,-,Consumer Discretionary,2857817,US64110L1061,NASDAQ,2012
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,0.03,34,35204,1196936,-,Consumer Discretionary,2754907,LR0008862868,New York Stock Exchange Inc.,2012
HRB,H&R BLOCK INC,Equity,0.03,18.57,63774,1184283.18,-,Consumer Discretionary,2105505,US0936711052,New York Stock Exchange Inc.,2012
FOSL,FOSSIL GROUP INC.,Equity,0.03,93.1,12705,1182835.5,-,Consumer Discretionary,2346627,US3498821004,NASDAQ,2012
SNI,SCRIPPS NETWORKS INTERACTIVE INC C,Equity,0.03,57.92,19744,1143572.48,-,Consumer Discretionary,B39QT24,US8110651010,NASDAQ,2012
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,0.03,11.02,102950,1134509,-,Consumer Discretionary,2466321,US4606901001,New York Stock Exchange Inc.,2012
WOO,FOOT LOCKER INC,Equity,0.03,32.12,35301,1133868.12,-,Consumer Discretionary,5478022,US3448491049,Boerse Muenchen,2012
NVR,NVR INC,Equity,0.03,920,1191,1095720,-,Consumer Discretionary,2637785,US62944T1051,New York Stock Exchange Inc.,2012
LEA,LEAR CORP,Equity,0.03,46.84,23177,1085610.68,-,Consumer Discretionary,B570P91,US5218652049,New York Stock Exchange Inc.,2012
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Equity,0.03,29.22,37130,1084938.6,-,Consumer Discretionary,B3MC7D6,US34964C1062,New York Stock Exchange Inc.,2012
TLK,TOLL BROTHERS INC,Equity,0.03,32.33,33409,1080112.97,-,Consumer Discretionary,B012S11,US8894781033,Boerse Berlin,2012
MGM,MGM RESORTS INTERNATIONAL,Equity,0.03,11.64,92408,1075629.12,-,Consumer Discretionary,2547419,US5529531015,New York Stock Exchange Inc.,2012
SNA,SNAP ON INC,Equity,0.03,78.99,13515,1067549.85,-,Consumer Discretionary,2818740,US8330341012,New York Stock Exchange Inc.,2012
SIG,SIGNET JEWELERS LTD,Equity,0.03,53.4,19793,1056946.2,-,Consumer Discretionary,B3CTNK6,BMG812761002,New York Stock Exchange Inc.,2012
PNRA,PANERA BREAD CLASS A,Equity,0.03,158.83,6596,1047642.68,-,Consumer Discretionary,2063034,US69840W1080,NASDAQ,2012
GRMN,GARMIN LTD,Equity,0.03,40.82,25323,1033684.86,-,Consumer Discretionary,B3Z5T14,CH0114405324,NASDAQ,2012
KORS,MICHAEL KORS HOLDINGS LTD,Equity,0.03,51.03,19718,1006209.54,-,Consumer Discretionary,B7341C6,VGG607541015,New York Stock Exchange Inc.,2012
TGNA,GANNETT CO INC,Equity,0.03,18.01,54634,983958.34,-,Consumer Discretionary,2360304,US3647301015,New York Stock Exchange Inc.,2012
DSG,DICKS SPORTING INC,Equity,0.03,45.49,21578,981583.22,-,Consumer Discretionary,B012LH8,US2533931026,Deutsche Boerse Xetra,2012
WBC,WABCO HOLDINGS INC,Equity,0.03,65.19,14977,976350.63,-,Consumer Discretionary,B23CNQ3,US92927K1025,New York Stock Exchange Inc.,2012
URBN,URBAN OUTFITTERS INC,Equity,0.03,39.36,24752,974238.72,-,Consumer Discretionary,2933438,US9170471026,NASDAQ,2012
HAS,HASBRO INC,Equity,0.03,35.9,26824,962981.6,-,Consumer Discretionary,2414580,US4180561072,NASDAQ,2012
JAH,JARDEN CORP,Equity,0.03,51.7,18514,957173.8,-,Consumer Discretionary,2028323,US4711091086,-,2012
H9B1,HERC HOLDINGS INC,Equity,0.03,16.27,58275,948134.25,-,Consumer Discretionary,B1HKTD5,US42805T1051,Boerse Berlin,2012
AEO,AMERICAN EAGLE OUTFITTERS INC,Equity,0.03,20.51,45550,934230.5,-,Consumer Discretionary,2048592,US02553E1064,New York Stock Exchange Inc.,2012
WM1,WILLIAMS SONOMA INC,Equity,0.02,43.77,20575,900567.75,-,Consumer Discretionary,5716056,US9699041011,Boerse Muenchen,2012
LEG,LEGGETT & PLATT INC,Equity,0.02,27.22,32614,887753.08,-,Consumer Discretionary,2510682,US5246601075,New York Stock Exchange Inc.,2012
IGT,INTERNATIONAL GAME TECHNOLOGY,Equity,0.02,14.17,62023,878865.91,-,Consumer Discretionary,2464972,US4599021023,New York Stock Exchange Inc.,2012
UAA,UNDER ARMOUR INC CLASS A,Equity,0.02,48.53,18056,876257.68,-,Consumer Discretionary,B0PZN11,3381001,New York Stock Exchange Inc.,2012
ANF,ABERCROMBIE AND FITCH CLASS A,Equity,0.02,47.97,18235,874732.95,-,Consumer Discretionary,2004185,US0028962076,New York Stock Exchange Inc.,2012
NLSN,NIELSEN HOLDINGS NV,Equity,0.02,30.59,28289,865360.51,-,Consumer Discretionary,B4NTRF5,NL0009538479,New York Stock Exchange Inc.,2012
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Equity,0.02,76.24,11337,864332.88,-,Consumer Discretionary,B4XT1S6,US16117M3051,NASDAQ,2012
SBH,SALLY BEAUTY HOLDINGS INC,Equity,0.02,23.57,36000,848520,-,Consumer Discretionary,B1GZ005,US79546E1047,New York Stock Exchange Inc.,2012
TRIP,TRIPADVISOR INC,Equity,0.02,41.96,20136,844906.56,-,Consumer Discretionary,B6ZC3N6,US8969452015,NASDAQ,2012
TUP,TUPPERWARE BRANDS CORP,Equity,0.02,64.1,13014,834197.4,-,Consumer Discretionary,2872069,US8998961044,New York Stock Exchange Inc.,2012
HBI,HANESBRANDS INC,Equity,0.02,35.82,22701,813149.82,-,Consumer Discretionary,B1BJSL9,US4103451021,New York Stock Exchange Inc.,2012
GT,GOODYEAR TIRE & RUBBER,Equity,0.02,13.81,56944,786396.64,-,Consumer Discretionary,2378200,US3825501014,NASDAQ,2012
PENN,PENN NATIONAL GAMING INC,Equity,0.02,49.11,15365,754575.15,-,Consumer Discretionary,2682105,US7075691094,NASDAQ,2012
BBY,BEST BUY INC,Equity,0.02,11.85,62569,741442.65,-,Consumer Discretionary,2094670,US0865161014,New York Stock Exchange Inc.,2012
HAR,HARMAN INTERNATIONAL INC,Equity,0.02,44.64,16409,732497.76,-,Consumer Discretionary,2411138,US4130861093,-,2012
JCP,JC PENNEY INC,Equity,0.02,19.71,37109,731418.39,-,Consumer Discretionary,2680303,US7081601061,New York Stock Exchange Inc.,2012
GME,GAMESTOP CORP CLASS A,Equity,0.02,25.09,28887,724774.83,-,Consumer Discretionary,B0LLFT5,US36467W1099,New York Stock Exchange Inc.,2012
CHS,CHICOS FAS INC,Equity,0.02,18.46,39009,720106.14,-,Consumer Discretionary,2196781,US1686151028,New York Stock Exchange Inc.,2012
CVC,CABLEVISION SYSTEMS CORP CLASS A,Equity,0.02,14.94,46807,699296.58,-,Consumer Discretionary,2162243,US12686C1099,New York Stock Exchange Inc.,2012
SVC,SERVICE CORPORATION INTERNATIONAL,Equity,0.02,13.81,50519,697667.39,-,Consumer Discretionary,B1C5399,US8175651046,Deutsche Boerse Xetra,2012
LAMR,LAMAR ADVERTISING CO. CL A,Equity,0.02,38.75,17948,695485,-,Consumer Discretionary,2508416,US5128151017,NASDAQ,2012
CNK,CINEMARK HOLDINGS INC,Equity,0.02,25.98,26754,695068.92,-,Consumer Discretionary,B1W7RQ0,US17243V1026,New York Stock Exchange Inc.,2012
WRC,WARNACO GROUP INC.,Equity,0.02,71.57,9519,681274.83,-,Consumer Discretionary,2352668,US9343904028,New York Stock Exchange Inc.,2012
AMCX,AMC NETWORKS CLASS A INC,Equity,0.02,49.5,13299,658300.5,-,Consumer Discretionary,B4MG4Z6,US00164V1035,NASDAQ,2012
VC,VISTEON CORP,Equity,0.02,53.82,12187,655904.34,-,Consumer Discretionary,B4N0JJ6,US92839U2069,New York Stock Exchange Inc.,2012
GNTX,GENTEX CORP,Equity,0.02,18.82,33602,632389.64,-,Consumer Discretionary,2366799,US3719011096,NASDAQ,2012
CRI,CARTERS INC,Equity,0.02,55.65,11269,627119.85,-,Consumer Discretionary,2980939,US1462291097,New York Stock Exchange Inc.,2012
MSG,MADISON SQUARE GARDEN CLASS A,Equity,0.02,44.35,14074,624181.9,-,Consumer Discretionary,B60SJT7,US55826P1003,New York Stock Exchange Inc.,2012
BC,BRUNSWICK CORP,Equity,0.02,29.09,20804,605188.36,-,Consumer Discretionary,2149309,US1170431092,New York Stock Exchange Inc.,2012
EZV,DOMINOS PIZZA INC,Equity,0.02,43.55,13638,593934.9,-,Consumer Discretionary,B01WTK7,US25754A2015,Boerse Berlin,2012
LVNTA,LIBERTY VENTURES - SER A,Equity,0.02,67.76,8760,593577.6,-,Consumer Discretionary,B8FK6R9,US53071M8800,NASDAQ,2012
DDS,DILLARDS INC CLASS A,Equity,0.02,83.77,6831,572232.87,-,Consumer Discretionary,2269768,US2540671011,New York Stock Exchange Inc.,2012
SIX,SIX FLAGS ENTERTAINMENT CORP,Equity,0.02,61.2,9257,566528.4,-,Consumer Discretionary,B43VKB8,US83001A1025,New York Stock Exchange Inc.,2012
TSLA,TESLA INC,Equity,0.02,33.87,16393,555230.91,-,Consumer Discretionary,B616C79,US88160R1014,NASDAQ,2012
DNKN,DUNKIN BRANDS GROUP INC,Equity,0.01,33.18,16525,548299.5,-,Consumer Discretionary,B3LHT03,US2655041000,NASDAQ,2012
EAT,BRINKER INTERNATIONAL INC,Equity,0.01,30.99,17545,543719.55,-,Consumer Discretionary,2193544,US1096411004,New York Stock Exchange Inc.,2012
DAN,DANA INCORPORATED INC,Equity,0.01,15.61,34270,534954.7,-,Consumer Discretionary,B2PFJR3,US2358252052,New York Stock Exchange Inc.,2012
BID,SOTHEBYS,Equity,0.01,33.62,15706,528035.72,-,Consumer Discretionary,2822406,US8358981079,New York Stock Exchange Inc.,2012
ASNA,ASCENA RETAIL GROUP INC,Equity,0.01,18.49,28482,526632.18,-,Consumer Discretionary,B65D9Z3,US04351G1013,NASDAQ,2012
DSW,DSW INC CLASS A,Equity,0.01,65.69,7649,502462.81,-,Consumer Discretionary,B0BV2V6,US23334L1026,New York Stock Exchange Inc.,2012
AAN,AARONS INC,Equity,0.01,28.28,17628,498519.84,-,Consumer Discretionary,2002918,US0025353006,New York Stock Exchange Inc.,2012
TEN,TENNECO INC,Equity,0.01,35.11,14130,496104.3,-,Consumer Discretionary,2512600,US8803491054,New York Stock Exchange Inc.,2012
LTM,LIFE TIME FITNESS INC.,Equity,0.01,49.21,9925,488409.25,-,Consumer Discretionary,B01R1Z1,US53217R2076,New York Stock Exchange Inc.,2012
CAR,AVIS BUDGET GROUP INC,Equity,0.01,19.82,24604,487651.28,-,Consumer Discretionary,B1CL8J2,US0537741052,NASDAQ,2012
RCII,RENT-A-CENTER INC,Equity,0.01,34.36,13780,473480.8,-,Consumer Discretionary,2733092,US76009N1000,NASDAQ,2012
APOL,APOLLO EDUCATION GROUP INC CLASS A,Equity,0.01,20.92,22355,467666.6,-,Consumer Discretionary,2043694,US0376041051,NASDAQ,2012
POOL,POOL CORP,Equity,0.01,42.32,11013,466070.16,-,Consumer Discretionary,2781585,US73278L1052,NASDAQ,2012
WWW,WOLVERINE WORLD WIDE INC,Equity,0.01,40.98,11339,464672.22,-,Consumer Discretionary,2977500,US9780971035,New York Stock Exchange Inc.,2012
NUS,NU SKIN ENTERPRISES INC CLASS A,Equity,0.01,37.05,12441,460939.05,-,Consumer Discretionary,2616870,US67018T1051,New York Stock Exchange Inc.,2012
CAB,CABELAS INC,Equity,0.01,41.75,11006,459500.5,-,Consumer Discretionary,B00N2Z7,US1268043015,New York Stock Exchange Inc.,2012
MTN,VAIL RESORTS INC,Equity,0.01,54.09,8382,453382.38,-,Consumer Discretionary,2954194,US91879Q1094,New York Stock Exchange Inc.,2012
PIR,PIER IMPORTS INC,Equity,0.01,20,22509,450180,-,Consumer Discretionary,2688266,US7202791080,New York Stock Exchange Inc.,2012
BYI,BALLY TECHNOLOGIES INC.,Equity,0.01,44.71,9999,447055.29,-,Consumer Discretionary,2380818,US05874B1070,New York Stock Exchange Inc.,2012
TPX,TEMPUR SEALY INTERNATIONAL INC,Equity,0.01,31.49,13820,435191.8,-,Consumer Discretionary,2216991,US88023U1016,New York Stock Exchange Inc.,2012
HSNI,HSN INC,Equity,0.01,55.08,7873,433644.84,-,Consumer Discretionary,B3CLRB1,US4043031099,NASDAQ,2012
JWA,JOHN WILEY AND SONS INC CLASS A,Equity,0.01,38.93,10938,425816.34,-,Consumer Discretionary,2965668,US9682232064,New York Stock Exchange Inc.,2012
CAKE,CHEESECAKE FACTORY INC,Equity,0.01,32.72,12502,409065.44,-,Consumer Discretionary,2192392,US1630721017,NASDAQ,2012
H,HYATT HOTELS CORP CLASS A,Equity,0.01,38.57,10475,404020.75,-,Consumer Discretionary,B5B82X4,US4485791028,New York Stock Exchange Inc.,2012
BIG,BIG LOTS INC,Equity,0.01,28.46,14076,400602.96,-,Consumer Discretionary,2218447,US0893021032,New York Stock Exchange Inc.,2012
VSI,VITAMIN SHOPPE INC,Equity,0.01,57.36,6832,391883.52,-,Consumer Discretionary,B55C7L5,US92849E1010,New York Stock Exchange Inc.,2012
SHOO,STEVEN MADDEN LTD,Equity,0.01,42.27,9122,385586.94,-,Consumer Discretionary,2553911,US5562691080,NASDAQ,2012
ANN,ANN INC.,Equity,0.01,33.84,11342,383813.28,-,Consumer Discretionary,2038537,US0356231078,New York Stock Exchange Inc.,2012
CSTR,COINSTAR INC.,Equity,0.01,52.01,7291,379204.91,-,Consumer Discretionary,2037567,US19259P3001,NASDAQ,2012
RYL,RYLAND GROUP INC.,Equity,0.01,36.5,10388,379162,-,Consumer Discretionary,2761101,US7837641031,New York Stock Exchange Inc.,2012
THO,THOR INDUSTRIES INC,Equity,0.01,37.43,9929,371642.47,-,Consumer Discretionary,2889876,US8851601018,New York Stock Exchange Inc.,2012
GES,GUESS INC,Equity,0.01,24.54,15037,369007.98,-,Consumer Discretionary,2387109,US4016171054,New York Stock Exchange Inc.,2012
CTB,COOPER TIRE AND RUBBER,Equity,0.01,25.36,14525,368354,-,Consumer Discretionary,2222608,US2168311072,New York Stock Exchange Inc.,2012
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.01,365.21,1008,368131.68,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.,2012
MW,TAILORED BRANDS INC,Equity,0.01,31.16,11809,367968.44,-,Consumer Discretionary,2576327,US5871181005,New York Stock Exchange Inc.,2012
ICON,ICONIX BRAND GROUP INC,Equity,0.01,22.32,16424,366583.68,-,Consumer Discretionary,2175575,US4510551074,NASDAQ,2012
DV,DEVRY EDUCATION GROUP INC,Equity,0.01,23.73,15187,360387.51,-,Consumer Discretionary,2267609,US2518931033,New York Stock Exchange Inc.,2012
TIVO,TIVO INC.,Equity,0.01,12.32,28914,356220.48,-,Consumer Discretionary,2492724,US8887061088,NASDAQ,2012
SHLD,SEARS HOLDINGS CORP,Equity,0.01,41.36,8488,351063.68,-,Consumer Discretionary,2634805,US8123501061,NASDAQ,2012
SCSS,SELECT COMFORT CORP,Equity,0.01,26.17,13147,344056.99,-,Consumer Discretionary,2320892,US81616X1037,NASDAQ,2012
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Equity,0.01,38.46,8838.26,339919.52,-,Consumer Discretionary,B8QV5C9,US78377T1079,New York Stock Exchange Inc.,2012
VCLK,VALUECLICK INC.,Equity,0.01,19.41,17412,337966.92,-,Consumer Discretionary,2572110,US92046N1028,NASDAQ,2012
